instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,cnt
5166,2011-08-08,3,0,8,3,0,1,1,1,0.66,0.5909,0.89,0.0,1,1
5167,2011-08-08,3,0,8,4,0,1,1,1,0.66,0.5909,0.89,0.1045,2,10
5168,2011-08-08,3,0,8,5,0,1,1,1,0.7,0.6667,0.79,0.0896,1,15
5169,2011-08-08,3,0,8,6,0,1,1,1,0.7,0.6515,0.65,0.2836,8,95
5170,2011-08-08,3,0,8,7,0,1,1,1,0.72,0.6818,0.62,0.2985,18,267
5171,2011-08-08,3,0,8,8,0,1,1,1,0.74,0.6818,0.58,0.3284,29,349
5172,2011-08-08,3,0,8,9,0,1,1,1,0.76,0.6970000000000001,0.55,0.3881,37,183
5173,2011-08-08,3,0,8,10,0,1,1,1,0.8,0.7424,0.52,0.3881,62,124
5174,2011-08-08,3,0,8,11,0,1,1,1,0.82,0.7424,0.48,0.3582,90,179
5175,2011-08-08,3,0,8,12,0,1,1,1,0.82,0.7576,0.46,0.2537,48,182
5176,2011-08-08,3,0,8,13,0,1,1,1,0.84,0.7576,0.44,0.2985,43,151
5177,2011-08-08,3,0,8,14,0,1,1,1,0.82,0.7424,0.43,0.2985,41,150
5178,2011-08-08,3,0,8,15,0,1,1,1,0.84,0.7576,0.41,0.2985,40,126
5179,2011-08-08,3,0,8,16,0,1,1,1,0.86,0.7727,0.39,0.2836,64,282
5180,2011-08-08,3,0,8,17,0,1,1,1,0.86,0.7727,0.39,0.1642,67,527
5181,2011-08-08,3,0,8,18,0,1,1,1,0.84,0.7576,0.41,0.1343,64,529
5182,2011-08-08,3,0,8,19,0,1,1,1,0.82,0.7424,0.43,0.1045,64,416
5183,2011-08-08,3,0,8,20,0,1,1,1,0.8,0.7576,0.55,0.0,71,286
5184,2011-08-08,3,0,8,21,0,1,1,1,0.76,0.7121,0.58,0.0896,30,186
5185,2011-08-08,3,0,8,22,0,1,1,1,0.76,0.7121,0.58,0.1045,26,147
5186,2011-08-08,3,0,8,23,0,1,1,1,0.74,0.6970000000000001,0.66,0.1045,19,72
5187,2011-08-09,3,0,8,0,0,2,1,1,0.72,0.6970000000000001,0.79,0.1343,10,35
5188,2011-08-09,3,0,8,1,0,2,1,1,0.72,0.6818,0.66,0.0,5,14
5189,2011-08-09,3,0,8,2,0,2,1,1,0.72,0.6818,0.7,0.0,9,12
5190,2011-08-09,3,0,8,3,0,2,1,1,0.72,0.6818,0.62,0.0,0,3
5191,2011-08-09,3,0,8,4,0,2,1,1,0.7,0.6667,0.74,0.0,1,7
5192,2011-08-09,3,0,8,5,0,2,1,1,0.7,0.6515,0.65,0.0896,5,30
5193,2011-08-09,3,0,8,6,0,2,1,1,0.72,0.6667,0.64,0.0,6,101
5194,2011-08-09,3,0,8,7,0,2,1,1,0.72,0.6970000000000001,0.74,0.1045,30,343
5195,2011-08-09,3,0,8,8,0,2,1,1,0.74,0.6970000000000001,0.66,0.0,40,392
5196,2011-08-09,3,0,8,9,0,2,1,2,0.78,0.7424,0.62,0.1343,34,175
5197,2011-08-09,3,0,8,10,0,2,1,2,0.8,0.7727,0.59,0.2239,55,144
5198,2011-08-09,3,0,8,11,0,2,1,1,0.8,0.7727,0.59,0.2239,61,149
5199,2011-08-09,3,0,8,12,0,2,1,1,0.82,0.7879,0.56,0.19399999999999998,60,185
5200,2011-08-09,3,0,8,13,0,2,1,1,0.84,0.7879,0.49,0.1642,48,175
5201,2011-08-09,3,0,8,14,0,2,1,1,0.86,0.7879,0.44,0.2836,53,148
5202,2011-08-09,3,0,8,15,0,2,1,1,0.86,0.7727,0.39,0.2836,58,164
5203,2011-08-09,3,0,8,16,0,2,1,1,0.86,0.7727,0.39,0.2985,57,285
5204,2011-08-09,3,0,8,17,0,2,1,1,0.8,0.7576,0.55,0.1642,79,532
5205,2011-08-09,3,0,8,18,0,2,1,1,0.8,0.7576,0.55,0.19399999999999998,97,585
5206,2011-08-09,3,0,8,19,0,2,1,1,0.8,0.7424,0.49,0.1045,69,371
5207,2011-08-09,3,0,8,20,0,2,1,1,0.8,0.7273,0.43,0.19399999999999998,34,292
5208,2011-08-09,3,0,8,21,0,2,1,1,0.78,0.6970000000000001,0.46,0.2537,46,230
5209,2011-08-09,3,0,8,22,0,2,1,1,0.78,0.6970000000000001,0.46,0.2985,28,155
5210,2011-08-09,3,0,8,23,0,2,1,1,0.76,0.6818,0.48,0.2836,22,75
5211,2011-08-10,3,0,8,0,0,3,1,1,0.74,0.6667,0.51,0.2239,19,37
5212,2011-08-10,3,0,8,1,0,3,1,1,0.72,0.6667,0.54,0.19399999999999998,7,17
5213,2011-08-10,3,0,8,2,0,3,1,1,0.72,0.6667,0.54,0.1642,1,11
5214,2011-08-10,3,0,8,3,0,3,1,1,0.7,0.6515,0.58,0.1642,1,4
5215,2011-08-10,3,0,8,4,0,3,1,1,0.7,0.6515,0.54,0.1343,1,5
5216,2011-08-10,3,0,8,5,0,3,1,1,0.68,0.6364,0.61,0.0896,2,32
5217,2011-08-10,3,0,8,6,0,3,1,1,0.68,0.6364,0.61,0.0,9,119
5218,2011-08-10,3,0,8,7,0,3,1,1,0.7,0.6515,0.58,0.0896,16,305
5219,2011-08-10,3,0,8,8,0,3,1,1,0.74,0.6667,0.51,0.19399999999999998,38,399
5220,2011-08-10,3,0,8,9,0,3,1,1,0.76,0.6818,0.48,0.2239,32,180
5221,2011-08-10,3,0,8,10,0,3,1,1,0.8,0.7273,0.43,0.2239,41,113
5222,2011-08-10,3,0,8,11,0,3,1,1,0.8,0.7121,0.41,0.3881,54,149
5223,2011-08-10,3,0,8,12,0,3,1,1,0.82,0.7273,0.38,0.2985,74,240
5224,2011-08-10,3,0,8,13,0,3,1,1,0.82,0.7273,0.38,0.2836,41,191
5225,2011-08-10,3,0,8,14,0,3,1,1,0.84,0.7273,0.34,0.3284,62,178
5226,2011-08-10,3,0,8,15,0,3,1,1,0.86,0.7424,0.3,0.3284,53,194
5227,2011-08-10,3,0,8,16,0,3,1,1,0.86,0.7424,0.26,0.2985,76,282
5228,2011-08-10,3,0,8,17,0,3,1,1,0.84,0.7121,0.26,0.2985,71,584
5229,2011-08-10,3,0,8,18,0,3,1,1,0.82,0.7121,0.28,0.2985,70,559
5230,2011-08-10,3,0,8,19,0,3,1,1,0.8,0.6970000000000001,0.26,0.2537,79,413
5231,2011-08-10,3,0,8,20,0,3,1,1,0.76,0.6667,0.31,0.1343,59,312
5232,2011-08-10,3,0,8,21,0,3,1,1,0.76,0.6667,0.33,0.1045,47,209
5233,2011-08-10,3,0,8,22,0,3,1,1,0.74,0.6515,0.37,0.0,17,139
5234,2011-08-10,3,0,8,23,0,3,1,1,0.74,0.6515,0.37,0.0896,14,108
5235,2011-08-11,3,0,8,0,0,4,1,1,0.7,0.6364,0.45,0.1045,6,46
5236,2011-08-11,3,0,8,1,0,4,1,1,0.7,0.6364,0.45,0.1343,9,26
5237,2011-08-11,3,0,8,2,0,4,1,1,0.66,0.6212,0.54,0.1343,3,11
5238,2011-08-11,3,0,8,3,0,4,1,1,0.64,0.6212,0.57,0.1343,2,9
5239,2011-08-11,3,0,8,4,0,4,1,1,0.64,0.6212,0.57,0.1642,1,5
5240,2011-08-11,3,0,8,5,0,4,1,1,0.64,0.6212,0.61,0.19399999999999998,2,25
5241,2011-08-11,3,0,8,6,0,4,1,1,0.62,0.6061,0.65,0.1642,5,106
5242,2011-08-11,3,0,8,7,0,4,1,1,0.66,0.6212,0.54,0.1343,15,307
5243,2011-08-11,3,0,8,8,0,4,1,1,0.7,0.6364,0.45,0.1642,29,390
5244,2011-08-11,3,0,8,9,0,4,1,1,0.72,0.6515,0.39,0.2239,31,197
5245,2011-08-11,3,0,8,10,0,4,1,1,0.74,0.6515,0.37,0.2537,36,132
5246,2011-08-11,3,0,8,11,0,4,1,1,0.76,0.6667,0.35,0.2537,59,187
5247,2011-08-11,3,0,8,12,0,4,1,1,0.78,0.6818,0.31,0.2537,50,214
5248,2011-08-11,3,0,8,13,0,4,1,1,0.76,0.6667,0.31,0.2239,51,217
5249,2011-08-11,3,0,8,14,0,4,1,1,0.8,0.6970000000000001,0.29,0.0,39,142
5250,2011-08-11,3,0,8,15,0,4,1,1,0.8,0.6970000000000001,0.29,0.2985,52,178
5251,2011-08-11,3,0,8,16,0,4,1,1,0.8,0.6970000000000001,0.27,0.19399999999999998,57,298
5252,2011-08-11,3,0,8,17,0,4,1,1,0.8,0.6970000000000001,0.29,0.2537,96,582
5253,2011-08-11,3,0,8,18,0,4,1,1,0.78,0.6818,0.29,0.0896,74,571
5254,2011-08-11,3,0,8,19,0,4,1,1,0.74,0.6515,0.35,0.19399999999999998,48,371
5255,2011-08-11,3,0,8,20,0,4,1,1,0.72,0.6515,0.37,0.1343,56,288
5256,2011-08-11,3,0,8,21,0,4,1,1,0.7,0.6515,0.48,0.0896,35,206
5257,2011-08-11,3,0,8,22,0,4,1,1,0.7,0.6515,0.48,0.0,34,157
5258,2011-08-11,3,0,8,23,0,4,1,1,0.66,0.6212,0.5,0.1642,22,127
5259,2011-08-12,3,0,8,0,0,5,1,1,0.64,0.6212,0.53,0.1642,12,65
5260,2011-08-12,3,0,8,1,0,5,1,1,0.64,0.6212,0.53,0.1343,4,23
5261,2011-08-12,3,0,8,2,0,5,1,1,0.62,0.6212,0.57,0.19399999999999998,0,15
5262,2011-08-12,3,0,8,3,0,5,1,1,0.62,0.6212,0.53,0.1642,0,9
5263,2011-08-12,3,0,8,4,0,5,1,1,0.62,0.6212,0.53,0.1343,0,5
5264,2011-08-12,3,0,8,5,0,5,1,1,0.6,0.6212,0.56,0.1343,2,26
5265,2011-08-12,3,0,8,6,0,5,1,1,0.62,0.6212,0.5,0.1343,3,76
5266,2011-08-12,3,0,8,7,0,5,1,1,0.64,0.6212,0.44,0.1642,17,264
5267,2011-08-12,3,0,8,8,0,5,1,1,0.68,0.6364,0.39,0.2239,29,426
5268,2011-08-12,3,0,8,9,0,5,1,1,0.72,0.6515,0.34,0.1343,27,205
5269,2011-08-12,3,0,8,10,0,5,1,1,0.74,0.6515,0.33,0.1045,44,130
5270,2011-08-12,3,0,8,11,0,5,1,1,0.76,0.6667,0.29,0.0,48,156
5271,2011-08-12,3,0,8,12,0,5,1,1,0.8,0.6970000000000001,0.27,0.0,55,222
5272,2011-08-12,3,0,8,13,0,5,1,1,0.78,0.6818,0.29,0.0896,74,253
5273,2011-08-12,3,0,8,14,0,5,1,1,0.8,0.6970000000000001,0.29,0.19399999999999998,51,186
5274,2011-08-12,3,0,8,15,0,5,1,1,0.8,0.6970000000000001,0.29,0.1642,59,249
5275,2011-08-12,3,0,8,16,0,5,1,1,0.82,0.7121,0.28,0.0,68,334
5276,2011-08-12,3,0,8,17,0,5,1,1,0.82,0.7121,0.26,0.0,93,516
5277,2011-08-12,3,0,8,18,0,5,1,1,0.76,0.6818,0.4,0.2985,89,465
5278,2011-08-12,3,0,8,19,0,5,1,1,0.74,0.6667,0.42,0.2239,101,385
5279,2011-08-12,3,0,8,20,0,5,1,1,0.72,0.6515,0.42,0.2239,77,287
5280,2011-08-12,3,0,8,21,0,5,1,1,0.7,0.6515,0.48,0.1343,73,226
5281,2011-08-12,3,0,8,22,0,5,1,1,0.68,0.6364,0.51,0.0,74,231
5282,2011-08-12,3,0,8,23,0,5,1,1,0.68,0.6364,0.51,0.0,51,151
5283,2011-08-13,3,0,8,0,0,6,0,1,0.68,0.6364,0.51,0.1045,15,84
5284,2011-08-13,3,0,8,1,0,6,0,2,0.68,0.6364,0.57,0.0896,13,77
5285,2011-08-13,3,0,8,2,0,6,0,1,0.68,0.6364,0.57,0.0,16,74
5286,2011-08-13,3,0,8,3,0,6,0,1,0.66,0.6212,0.65,0.1343,9,27
5287,2011-08-13,3,0,8,4,0,6,0,2,0.64,0.6061,0.73,0.1343,5,10
5288,2011-08-13,3,0,8,5,0,6,0,1,0.64,0.6061,0.73,0.1045,3,18
5289,2011-08-13,3,0,8,6,0,6,0,1,0.64,0.6061,0.73,0.0896,3,22
5290,2011-08-13,3,0,8,7,0,6,0,2,0.66,0.6212,0.74,0.19399999999999998,10,44
5291,2011-08-13,3,0,8,8,0,6,0,2,0.7,0.6515,0.65,0.1642,28,118
5292,2011-08-13,3,0,8,9,0,6,0,2,0.7,0.6667,0.74,0.1642,70,208
5293,2011-08-13,3,0,8,10,0,6,0,2,0.72,0.6970000000000001,0.74,0.2239,97,260
5294,2011-08-13,3,0,8,11,0,6,0,2,0.74,0.6970000000000001,0.7,0.19399999999999998,122,314
5295,2011-08-13,3,0,8,12,0,6,0,2,0.66,0.5909,0.89,0.1642,175,421
5296,2011-08-13,3,0,8,13,0,6,0,2,0.74,0.7121,0.74,0.3284,61,153
5297,2011-08-13,3,0,8,14,0,6,0,1,0.74,0.6970000000000001,0.7,0.2537,113,259
5298,2011-08-13,3,0,8,15,0,6,0,3,0.68,0.6364,0.79,0.3582,150,358
5299,2011-08-13,3,0,8,16,0,6,0,2,0.7,0.6667,0.74,0.2836,148,281
5300,2011-08-13,3,0,8,17,0,6,0,2,0.72,0.6970000000000001,0.74,0.2537,97,269
5301,2011-08-13,3,0,8,18,0,6,0,1,0.7,0.6667,0.74,0.2239,123,292
5302,2011-08-13,3,0,8,19,0,6,0,2,0.68,0.6364,0.79,0.2836,67,237
5303,2011-08-13,3,0,8,20,0,6,0,2,0.68,0.6364,0.83,0.2239,78,183
5304,2011-08-13,3,0,8,21,0,6,0,2,0.68,0.6364,0.83,0.3881,40,167
5305,2011-08-13,3,0,8,22,0,6,0,2,0.68,0.6364,0.83,0.3881,36,154
5306,2011-08-13,3,0,8,23,0,6,0,2,0.66,0.6061,0.83,0.3284,25,120
5307,2011-08-14,3,0,8,0,0,0,0,3,0.66,0.6061,0.83,0.2985,19,90
5308,2011-08-14,3,0,8,1,0,0,0,3,0.64,0.5758,0.89,0.2239,16,73
5309,2011-08-14,3,0,8,2,0,0,0,3,0.64,0.5758,0.89,0.2239,13,62
5310,2011-08-14,3,0,8,3,0,0,0,2,0.64,0.5606,0.94,0.2537,5,27
5311,2011-08-14,3,0,8,4,0,0,0,3,0.64,0.5606,0.94,0.19399999999999998,1,3
5312,2011-08-14,3,0,8,5,0,0,0,2,0.64,0.5606,0.94,0.1642,1,10
5313,2011-08-14,3,0,8,6,0,0,0,2,0.64,0.5606,0.94,0.1045,2,6
5314,2011-08-14,3,0,8,7,0,0,0,2,0.66,0.5909,0.89,0.19399999999999998,4,24
5315,2011-08-14,3,0,8,8,0,0,0,2,0.66,0.5909,0.89,0.2836,20,41
5316,2011-08-14,3,0,8,9,0,0,0,3,0.66,0.5909,0.89,0.2836,27,103
5317,2011-08-14,3,0,8,10,0,0,0,1,0.7,0.6667,0.79,0.2239,67,183
5318,2011-08-14,3,0,8,11,0,0,0,1,0.7,0.6667,0.79,0.19399999999999998,81,198
5319,2011-08-14,3,0,8,12,0,0,0,2,0.7,0.6667,0.79,0.2239,98,281
5320,2011-08-14,3,0,8,13,0,0,0,1,0.72,0.6970000000000001,0.74,0.2537,144,377
5321,2011-08-14,3,0,8,14,0,0,0,1,0.74,0.6970000000000001,0.7,0.19399999999999998,126,370
5322,2011-08-14,3,0,8,15,0,0,0,1,0.74,0.6970000000000001,0.66,0.19399999999999998,128,331
5323,2011-08-14,3,0,8,16,0,0,0,1,0.74,0.6970000000000001,0.66,0.1642,116,292
5324,2011-08-14,3,0,8,17,0,0,0,1,0.76,0.7121,0.62,0.1343,133,329
5325,2011-08-14,3,0,8,18,0,0,0,1,0.74,0.6970000000000001,0.66,0.1642,125,347
5326,2011-08-14,3,0,8,19,0,0,0,1,0.72,0.6970000000000001,0.74,0.2239,75,259
5327,2011-08-14,3,0,8,20,0,0,0,1,0.7,0.6667,0.84,0.1642,67,193
5328,2011-08-14,3,0,8,21,0,0,0,3,0.6,0.5455,0.88,0.4925,51,155
5329,2011-08-14,3,0,8,22,0,0,0,3,0.6,0.5455,0.88,0.4925,14,39
5330,2011-08-14,3,0,8,23,0,0,0,3,0.6,0.5606,0.83,0.0,5,27
5331,2011-08-15,3,0,8,0,0,1,1,3,0.6,0.5455,0.88,0.0896,7,25
5332,2011-08-15,3,0,8,1,0,1,1,2,0.6,0.5455,0.88,0.1343,1,10
5333,2011-08-15,3,0,8,2,0,1,1,2,0.6,0.5606,0.83,0.0,0,3
5334,2011-08-15,3,0,8,3,0,1,1,1,0.6,0.5606,0.83,0.19399999999999998,1,7
5335,2011-08-15,3,0,8,4,0,1,1,1,0.6,0.5606,0.83,0.1343,1,5
5336,2011-08-15,3,0,8,5,0,1,1,2,0.6,0.5455,0.88,0.19399999999999998,3,17
5337,2011-08-15,3,0,8,6,0,1,1,1,0.6,0.5455,0.88,0.2537,3,90
5338,2011-08-15,3,0,8,7,0,1,1,1,0.6,0.5455,0.88,0.2537,10,258
5339,2011-08-15,3,0,8,8,0,1,1,1,0.64,0.5909,0.78,0.3284,29,355
5340,2011-08-15,3,0,8,9,0,1,1,1,0.64,0.5909,0.78,0.3284,52,222
5341,2011-08-15,3,0,8,10,0,1,1,1,0.68,0.6364,0.69,0.2836,54,141
5342,2011-08-15,3,0,8,11,0,1,1,2,0.72,0.6818,0.62,0.2537,41,153
5343,2011-08-15,3,0,8,12,0,1,1,1,0.74,0.6818,0.58,0.2836,62,178
5344,2011-08-15,3,0,8,13,0,1,1,1,0.78,0.7121,0.52,0.2836,53,193
5345,2011-08-15,3,0,8,14,0,1,1,1,0.74,0.6818,0.55,0.0896,56,151
5346,2011-08-15,3,0,8,15,0,1,1,3,0.74,0.6818,0.55,0.2985,49,182
5347,2011-08-15,3,0,8,16,0,1,1,1,0.74,0.6818,0.55,0.3284,58,283
5348,2011-08-15,3,0,8,17,0,1,1,1,0.74,0.6667,0.51,0.2836,59,530
5349,2011-08-15,3,0,8,18,0,1,1,1,0.7,0.6515,0.65,0.19399999999999998,70,483
5350,2011-08-15,3,0,8,19,0,1,1,1,0.7,0.6515,0.65,0.0,54,397
5351,2011-08-15,3,0,8,20,0,1,1,1,0.66,0.6212,0.74,0.1343,45,285
5352,2011-08-15,3,0,8,21,0,1,1,1,0.66,0.6212,0.65,0.19399999999999998,34,184
5353,2011-08-15,3,0,8,22,0,1,1,1,0.66,0.6212,0.69,0.2537,22,98
5354,2011-08-15,3,0,8,23,0,1,1,1,0.64,0.6061,0.69,0.2239,11,88
5355,2011-08-16,3,0,8,0,0,2,1,1,0.64,0.6061,0.69,0.1045,8,31
5356,2011-08-16,3,0,8,1,0,2,1,1,0.64,0.6061,0.69,0.1642,4,16
5357,2011-08-16,3,0,8,2,0,2,1,1,0.62,0.5909,0.73,0.2239,1,4
5358,2011-08-16,3,0,8,3,0,2,1,1,0.62,0.5909,0.73,0.2239,1,6
5359,2011-08-16,3,0,8,4,0,2,1,1,0.64,0.6061,0.69,0.2985,0,5
5360,2011-08-16,3,0,8,5,0,2,1,1,0.62,0.5909,0.73,0.2836,1,30
5361,2011-08-16,3,0,8,6,0,2,1,1,0.62,0.5909,0.73,0.3284,4,119
5362,2011-08-16,3,0,8,7,0,2,1,1,0.64,0.6061,0.69,0.2537,18,346
5363,2011-08-16,3,0,8,8,0,2,1,1,0.7,0.6515,0.58,0.4478,24,441
5364,2011-08-16,3,0,8,9,0,2,1,1,0.68,0.6364,0.61,0.2836,27,198
5365,2011-08-16,3,0,8,10,0,2,1,1,0.7,0.6515,0.58,0.3881,28,111
5366,2011-08-16,3,0,8,11,0,2,1,1,0.74,0.6667,0.51,0.2239,40,150
5367,2011-08-16,3,0,8,12,0,2,1,1,0.76,0.6818,0.48,0.3284,42,162
5368,2011-08-16,3,0,8,13,0,2,1,1,0.76,0.6818,0.48,0.2985,45,192
5369,2011-08-16,3,0,8,14,0,2,1,1,0.76,0.6818,0.45,0.4179,65,182
5370,2011-08-16,3,0,8,15,0,2,1,1,0.8,0.7121,0.41,0.2985,36,159
5371,2011-08-16,3,0,8,16,0,2,1,1,0.8,0.7121,0.41,0.2239,55,303
5372,2011-08-16,3,0,8,17,0,2,1,1,0.76,0.6818,0.45,0.3284,75,600
5373,2011-08-16,3,0,8,18,0,2,1,1,0.76,0.6818,0.45,0.2239,54,570
5374,2011-08-16,3,0,8,19,0,2,1,1,0.74,0.6667,0.48,0.19399999999999998,56,376
5375,2011-08-16,3,0,8,20,0,2,1,1,0.74,0.6667,0.51,0.0,48,280
5376,2011-08-16,3,0,8,21,0,2,1,1,0.72,0.6667,0.54,0.0,38,215
5377,2011-08-16,3,0,8,22,0,2,1,1,0.7,0.6515,0.61,0.0,31,152
5378,2011-08-16,3,0,8,23,0,2,1,1,0.66,0.6212,0.65,0.1343,20,77
5379,2011-08-17,3,0,8,0,0,3,1,1,0.66,0.6212,0.69,0.0896,8,24
5380,2011-08-17,3,0,8,1,0,3,1,1,0.64,0.6061,0.73,0.1642,2,14
5381,2011-08-17,3,0,8,2,0,3,1,1,0.66,0.6212,0.69,0.0,0,6
5382,2011-08-17,3,0,8,3,0,3,1,1,0.64,0.5909,0.78,0.0,1,5
5383,2011-08-17,3,0,8,4,0,3,1,1,0.64,0.6061,0.73,0.0,0,5
5384,2011-08-17,3,0,8,5,0,3,1,1,0.64,0.6061,0.73,0.0,0,28
5385,2011-08-17,3,0,8,6,0,3,1,1,0.62,0.5909,0.78,0.0,4,105
5386,2011-08-17,3,0,8,7,0,3,1,1,0.66,0.6212,0.65,0.0896,12,308
5387,2011-08-17,3,0,8,8,0,3,1,1,0.7,0.6515,0.54,0.1642,35,487
5388,2011-08-17,3,0,8,9,0,3,1,1,0.74,0.6667,0.48,0.0896,31,209
5389,2011-08-17,3,0,8,10,0,3,1,1,0.76,0.6818,0.43,0.0896,27,118
5390,2011-08-17,3,0,8,11,0,3,1,1,0.78,0.6970000000000001,0.43,0.1045,20,128
5391,2011-08-17,3,0,8,12,0,3,1,1,0.8,0.7273,0.43,0.2836,26,189
5392,2011-08-17,3,0,8,13,0,3,1,1,0.8,0.7121,0.41,0.19399999999999998,38,176
5393,2011-08-17,3,0,8,14,0,3,1,1,0.82,0.7273,0.36,0.1642,54,192
5394,2011-08-17,3,0,8,15,0,3,1,1,0.8,0.7273,0.43,0.1343,42,159
5395,2011-08-17,3,0,8,16,0,3,1,1,0.82,0.7424,0.43,0.2239,62,300
5396,2011-08-17,3,0,8,17,0,3,1,1,0.8,0.7424,0.49,0.2239,46,552
5397,2011-08-17,3,0,8,18,0,3,1,1,0.76,0.6970000000000001,0.55,0.2537,86,556
5398,2011-08-17,3,0,8,19,0,3,1,1,0.76,0.6970000000000001,0.55,0.2239,50,347
5399,2011-08-17,3,0,8,20,0,3,1,1,0.74,0.6818,0.58,0.2537,37,280
5400,2011-08-17,3,0,8,21,0,3,1,1,0.72,0.6818,0.62,0.2239,38,230
5401,2011-08-17,3,0,8,22,0,3,1,1,0.7,0.6515,0.65,0.19399999999999998,29,171
5402,2011-08-17,3,0,8,23,0,3,1,1,0.7,0.6515,0.65,0.2836,20,105
5403,2011-08-18,3,0,8,0,0,4,1,1,0.68,0.6364,0.65,0.1343,18,56
5404,2011-08-18,3,0,8,1,0,4,1,2,0.66,0.6212,0.65,0.1642,13,24
5405,2011-08-18,3,0,8,2,0,4,1,1,0.66,0.6212,0.65,0.2239,2,6
5406,2011-08-18,3,0,8,3,0,4,1,1,0.66,0.6212,0.69,0.2836,0,6
5407,2011-08-18,3,0,8,4,0,4,1,1,0.64,0.6061,0.73,0.2239,0,9
5408,2011-08-18,3,0,8,5,0,4,1,1,0.64,0.5909,0.78,0.2836,0,27
5409,2011-08-18,3,0,8,6,0,4,1,2,0.64,0.5909,0.78,0.2537,6,103
5410,2011-08-18,3,0,8,7,0,4,1,1,0.64,0.5909,0.78,0.2985,19,308
5411,2011-08-18,3,0,8,8,0,4,1,1,0.66,0.6212,0.74,0.2836,27,420
5412,2011-08-18,3,0,8,9,0,4,1,1,0.72,0.6818,0.66,0.2537,42,228
5413,2011-08-18,3,0,8,10,0,4,1,1,0.74,0.6970000000000001,0.66,0.2537,37,129
5414,2011-08-18,3,0,8,11,0,4,1,1,0.76,0.7121,0.58,0.2537,44,141
5415,2011-08-18,3,0,8,12,0,4,1,1,0.8,0.7424,0.52,0.2836,34,173
5416,2011-08-18,3,0,8,13,0,4,1,1,0.8,0.7424,0.52,0.3582,33,187
5417,2011-08-18,3,0,8,14,0,4,1,1,0.82,0.7576,0.46,0.3284,67,182
5418,2011-08-18,3,0,8,15,0,4,1,1,0.8,0.7273,0.46,0.3582,56,174
5419,2011-08-18,3,0,8,16,0,4,1,1,0.8,0.7273,0.46,0.3582,49,245
5420,2011-08-18,3,0,8,17,0,4,1,3,0.8,0.7273,0.46,0.2985,44,409
5421,2011-08-18,3,0,8,18,0,4,1,3,0.76,0.6970000000000001,0.55,0.2537,48,274
5422,2011-08-18,3,0,8,19,0,4,1,1,0.66,0.6061,0.83,0.1045,26,141
5423,2011-08-18,3,0,8,20,0,4,1,1,0.66,0.6061,0.83,0.1045,24,165
5424,2011-08-18,3,0,8,21,0,4,1,2,0.68,0.6364,0.79,0.0,12,149
5425,2011-08-18,3,0,8,22,0,4,1,2,0.7,0.6667,0.74,0.1045,18,135
5426,2011-08-18,3,0,8,23,0,4,1,2,0.7,0.6667,0.74,0.1343,20,114
5427,2011-08-19,3,0,8,0,0,5,1,3,0.68,0.6364,0.69,0.19399999999999998,9,62
5428,2011-08-19,3,0,8,1,0,5,1,3,0.64,0.5758,0.89,0.0,1,20
5429,2011-08-19,3,0,8,2,0,5,1,3,0.64,0.5758,0.83,0.0,0,8
5430,2011-08-19,3,0,8,3,0,5,1,1,0.64,0.5909,0.78,0.0,2,3
5431,2011-08-19,3,0,8,4,0,5,1,1,0.64,0.5758,0.83,0.0,1,8
5432,2011-08-19,3,0,8,5,0,5,1,1,0.64,0.5758,0.83,0.0,1,17
5433,2011-08-19,3,0,8,6,0,5,1,1,0.64,0.5758,0.83,0.0,2,93
5434,2011-08-19,3,0,8,7,0,5,1,2,0.66,0.6061,0.83,0.0896,12,263
5435,2011-08-19,3,0,8,8,0,5,1,2,0.66,0.6061,0.83,0.0,30,398
5436,2011-08-19,3,0,8,9,0,5,1,1,0.7,0.6515,0.65,0.1343,31,218
5437,2011-08-19,3,0,8,10,0,5,1,1,0.72,0.6818,0.62,0.0896,57,165
5438,2011-08-19,3,0,8,11,0,5,1,2,0.72,0.6818,0.66,0.0896,45,165
5439,2011-08-19,3,0,8,12,0,5,1,2,0.74,0.6818,0.62,0.0896,54,222
5440,2011-08-19,3,0,8,13,0,5,1,2,0.76,0.7121,0.62,0.19399999999999998,63,232
5441,2011-08-19,3,0,8,14,0,5,1,1,0.78,0.7273,0.55,0.19399999999999998,78,220
5442,2011-08-19,3,0,8,15,0,5,1,1,0.8,0.7424,0.49,0.1045,66,222
5443,2011-08-19,3,0,8,16,0,5,1,1,0.8,0.7424,0.49,0.0,66,327
5444,2011-08-19,3,0,8,17,0,5,1,1,0.76,0.7121,0.58,0.5224,85,527
5445,2011-08-19,3,0,8,18,0,5,1,1,0.76,0.7121,0.58,0.5224,88,425
5446,2011-08-19,3,0,8,19,0,5,1,3,0.62,0.5909,0.73,0.4627,33,165
5447,2011-08-19,3,0,8,20,0,5,1,3,0.62,0.5758,0.83,0.2985,12,58
5448,2011-08-19,3,0,8,21,0,5,1,1,0.62,0.5758,0.83,0.1343,18,107
5449,2011-08-19,3,0,8,22,0,5,1,1,0.6,0.5455,0.88,0.1343,25,122
5450,2011-08-19,3,0,8,23,0,5,1,2,0.6,0.5455,0.88,0.0896,18,106
5451,2011-08-20,3,0,8,0,0,6,0,1,0.6,0.5455,0.88,0.0,21,128
